constraint_schema,constraint_name,constraint_type,table_schema,table_name,constraint_definition,is_deferrable,initially_deferred
public,discount_program_benefits_benefit_type_check,CHECK,public,discount_program_benefits,"CHECK (benefit_type = ANY (ARRAY['percent_off'::text, 'fixed_amount_off'::text, 'free_service'::text, 'free_addon'::text, 'override_price'::text, 'credit'::text]))",false,false
public,discount_program_benefits_discount_program_id_fkey,FOREIGN KEY,public,discount_program_benefits,FOREIGN KEY (discount_program_id) REFERENCES discount_programs(id) ON DELETE CASCADE,false,false
public,discount_program_benefits_max_discount_cents_check,CHECK,public,discount_program_benefits,CHECK (max_discount_cents IS NULL OR max_discount_cents >= 0),false,false
public,discount_program_benefits_org_id_fkey,FOREIGN KEY,public,discount_program_benefits,FOREIGN KEY (org_id) REFERENCES orgs(id) ON DELETE RESTRICT,false,false
public,discount_program_benefits_percent_basis_points_check,CHECK,public,discount_program_benefits,CHECK (percent_basis_points IS NULL OR percent_basis_points >= 0 AND percent_basis_points <= 10000),false,false
public,discount_program_benefits_pkey,PRIMARY KEY,public,discount_program_benefits,PRIMARY KEY (id),false,false
public,discount_program_benefits_service_index_check,CHECK,public,discount_program_benefits,CHECK (service_index IS NULL OR service_index > 0),false,false
public,discount_program_benefits_value_present_chk,CHECK,public,discount_program_benefits,"CHECK (amount_cents IS NOT NULL OR percent_basis_points IS NOT NULL OR (benefit_type = ANY (ARRAY['free_service'::text, 'free_addon'::text])))",false,false
public,discount_program_commitment__max_redemptions_per_customer_check,CHECK,public,discount_program_commitment_rules,CHECK (max_redemptions_per_customer IS NULL OR max_redemptions_per_customer > 0),false,false
public,discount_program_commitment_rul_qualifying_service_status_check,CHECK,public,discount_program_commitment_rules,"CHECK (qualifying_service_status = ANY (ARRAY['booked'::text, 'completed'::text]))",false,false
public,discount_program_commitment_rules_benefit_grant_timing_check,CHECK,public,discount_program_commitment_rules,"CHECK (benefit_grant_timing = ANY (ARRAY['upfront'::text, 'after_fulfillment'::text]))",false,false
public,discount_program_commitment_rules_breach_policy_check,CHECK,public,discount_program_commitment_rules,"CHECK (breach_policy = ANY (ARRAY['none'::text, 'charge_back'::text, 'convert_to_credit'::text, 'manual_review'::text]))",false,false
public,discount_program_commitment_rules_commitment_start_mode_check,CHECK,public,discount_program_commitment_rules,"CHECK (commitment_start_mode = ANY (ARRAY['first_service_booked'::text, 'first_service_completed'::text, 'program_applied'::text]))",false,false
public,discount_program_commitment_rules_discount_program_id_fkey,FOREIGN KEY,public,discount_program_commitment_rules,FOREIGN KEY (discount_program_id) REFERENCES discount_programs(id) ON DELETE CASCADE,false,false
public,discount_program_commitment_rules_enrollment_mode_check,CHECK,public,discount_program_commitment_rules,"CHECK (enrollment_mode = ANY (ARRAY['automatic'::text, 'manual'::text]))",false,false
public,discount_program_commitment_rules_org_id_fkey,FOREIGN KEY,public,discount_program_commitment_rules,FOREIGN KEY (org_id) REFERENCES orgs(id) ON DELETE RESTRICT,false,false
public,discount_program_commitment_rules_pkey,PRIMARY KEY,public,discount_program_commitment_rules,PRIMARY KEY (id),false,false
public,discount_program_commitment_rules_program_unique,UNIQUE,public,discount_program_commitment_rules,UNIQUE (discount_program_id),false,false
public,discount_program_commitment_rules_required_service_count_check,CHECK,public,discount_program_commitment_rules,CHECK (required_service_count > 0),false,false
public,discount_program_commitment_rules_timeframe_days_check,CHECK,public,discount_program_commitment_rules,CHECK (timeframe_days > 0),false,false
public,discount_program_qualifiers_discount_program_id_fkey,FOREIGN KEY,public,discount_program_qualifiers,FOREIGN KEY (discount_program_id) REFERENCES discount_programs(id) ON DELETE CASCADE,false,false
public,discount_program_qualifiers_org_id_fkey,FOREIGN KEY,public,discount_program_qualifiers,FOREIGN KEY (org_id) REFERENCES orgs(id) ON DELETE RESTRICT,false,false
public,discount_program_qualifiers_pkey,PRIMARY KEY,public,discount_program_qualifiers,PRIMARY KEY (id),false,false
public,discount_programs_applies_to_entity_type_check,CHECK,public,discount_programs,"CHECK (applies_to_entity_type = ANY (ARRAY['opportunity'::text, 'job'::text, 'customer_subscription'::text, 'invoice'::text, 'payment'::text]))",false,false
public,discount_programs_max_total_uses_check,CHECK,public,discount_programs,CHECK (max_total_uses IS NULL OR max_total_uses >= 0),false,false
public,discount_programs_max_uses_per_customer_check,CHECK,public,discount_programs,CHECK (max_uses_per_customer IS NULL OR max_uses_per_customer >= 0),false,false
public,discount_programs_org_id_fkey,FOREIGN KEY,public,discount_programs,FOREIGN KEY (org_id) REFERENCES orgs(id) ON DELETE RESTRICT,false,false
public,discount_programs_pkey,PRIMARY KEY,public,discount_programs,PRIMARY KEY (id),false,false
public,discount_programs_program_type_check,CHECK,public,discount_programs,"CHECK (program_type = ANY (ARRAY['code'::text, 'auto'::text, 'commitment'::text, 'subscription'::text, 'retention'::text, 'referral'::text]))",false,false
public,discount_programs_stacking_mode_check,CHECK,public,discount_programs,"CHECK (stacking_mode = ANY (ARRAY['exclusive'::text, 'stackable'::text, 'best_of'::text]))",false,false
public,discount_programs_status_check,CHECK,public,discount_programs,"CHECK (status = ANY (ARRAY['draft'::text, 'active'::text, 'paused'::text, 'archived'::text]))",false,false
public,discount_programs_valid_window_chk,CHECK,public,discount_programs,CHECK (valid_to IS NULL OR valid_from IS NULL OR valid_to >= valid_from),false,false
public,discount_redemptions_contact_id_fkey,FOREIGN KEY,public,discount_redemptions,FOREIGN KEY (contact_id) REFERENCES contacts(id),false,false
public,discount_redemptions_customer_id_fkey,FOREIGN KEY,public,discount_redemptions,FOREIGN KEY (customer_id) REFERENCES customers(id),false,false
public,discount_redemptions_discount_code_id_fkey,FOREIGN KEY,public,discount_redemptions,FOREIGN KEY (discount_code_id) REFERENCES discount_codes(id),false,false
public,discount_redemptions_discount_program_id_fkey,FOREIGN KEY,public,discount_redemptions,FOREIGN KEY (discount_program_id) REFERENCES discount_programs(id),false,false
public,discount_redemptions_job_id_fkey,FOREIGN KEY,public,discount_redemptions,FOREIGN KEY (job_id) REFERENCES jobs(id),false,false
public,discount_redemptions_opportunity_id_fkey,FOREIGN KEY,public,discount_redemptions,FOREIGN KEY (opportunity_id) REFERENCES opportunities(id),false,false
public,discount_redemptions_pkey,PRIMARY KEY,public,discount_redemptions,PRIMARY KEY (id),false,false
public,uniq_redemption_per_contact_code,UNIQUE,public,discount_redemptions,"UNIQUE (contact_id, discount_code_id)",false,false
public,discounts_campaign_id_fkey,FOREIGN KEY,public,discounts,FOREIGN KEY (campaign_id) REFERENCES campaigns(id) ON DELETE SET NULL,false,false
public,discounts_code_key,UNIQUE,public,discounts,UNIQUE (code),false,false
public,discounts_pkey,PRIMARY KEY,public,discounts,PRIMARY KEY (id),false,false
public,document_field_definitions_org_doc_type_field_key_key,UNIQUE,public,document_field_definitions,"UNIQUE (org_id, doc_type, field_key)",false,false
public,document_field_definitions_org_id_fkey,FOREIGN KEY,public,document_field_definitions,FOREIGN KEY (org_id) REFERENCES orgs(id) ON DELETE RESTRICT,false,false
public,document_field_definitions_pkey,PRIMARY KEY,public,document_field_definitions,PRIMARY KEY (id),false,false
public,document_field_values_document_id_field_key_key,UNIQUE,public,document_field_values,"UNIQUE (document_id, field_key)",false,false
public,document_field_values_document_id_fkey,FOREIGN KEY,public,document_field_values,FOREIGN KEY (document_id) REFERENCES documents(id) ON DELETE CASCADE,false,false
public,document_field_values_field_definition_id_fkey,FOREIGN KEY,public,document_field_values,FOREIGN KEY (field_definition_id) REFERENCES document_field_definitions(id) ON DELETE SET NULL,false,false
public,document_field_values_org_id_fkey,FOREIGN KEY,public,document_field_values,FOREIGN KEY (org_id) REFERENCES orgs(id) ON DELETE RESTRICT,false,false
public,document_field_values_pkey,PRIMARY KEY,public,document_field_values,PRIMARY KEY (id),false,false
public,document_versions_document_id_fkey,FOREIGN KEY,public,document_versions,FOREIGN KEY (document_id) REFERENCES documents(id) ON DELETE CASCADE,false,false
public,document_versions_document_id_version_number_key,UNIQUE,public,document_versions,"UNIQUE (document_id, version_number)",false,false
public,document_versions_org_id_fkey,FOREIGN KEY,public,document_versions,FOREIGN KEY (org_id) REFERENCES orgs(id) ON DELETE RESTRICT,false,false
public,document_versions_pkey,PRIMARY KEY,public,document_versions,PRIMARY KEY (id),false,false
public,documents_generated_from_document_id_fkey,FOREIGN KEY,public,documents,FOREIGN KEY (generated_from_document_id) REFERENCES documents(id) ON DELETE SET NULL,false,false
public,documents_org_id_fkey,FOREIGN KEY,public,documents,FOREIGN KEY (org_id) REFERENCES orgs(id) ON DELETE RESTRICT,false,false
public,documents_owner_contact_id_fkey,FOREIGN KEY,public,documents,FOREIGN KEY (owner_contact_id) REFERENCES contacts(id) ON DELETE SET NULL,false,false
public,documents_pkey,PRIMARY KEY,public,documents,PRIMARY KEY (id),false,false
public,entity_labels_org_id_fkey,FOREIGN KEY,public,entity_labels,FOREIGN KEY (org_id) REFERENCES orgs(id) ON DELETE CASCADE,false,false
public,entity_labels_pkey,PRIMARY KEY,public,entity_labels,PRIMARY KEY (id),false,false
public,entity_labels_unique,UNIQUE,public,entity_labels,"UNIQUE (org_id, entity_type)",false,false
public,external_mappings_pkey,PRIMARY KEY,public,external_mappings,PRIMARY KEY (id),false,false
public,external_mappings_source_entity_type_external_id_key,UNIQUE,public,external_mappings,"UNIQUE (source, entity_type, external_id)",false,false
public,field_definitions_org_id_fkey,FOREIGN KEY,public,field_definitions,FOREIGN KEY (org_id) REFERENCES orgs(id) ON DELETE CASCADE,false,false
public,field_definitions_pkey,PRIMARY KEY,public,field_definitions,PRIMARY KEY (id),false,false
public,field_section_definitions_org_entity_section_key,UNIQUE,public,field_section_definitions,"UNIQUE (org_id, entity_type, section_key)",false,false
public,field_section_definitions_org_id_fkey,FOREIGN KEY,public,field_section_definitions,FOREIGN KEY (org_id) REFERENCES orgs(id) ON DELETE CASCADE,false,false
public,field_section_definitions_pkey,PRIMARY KEY,public,field_section_definitions,PRIMARY KEY (id),false,false
public,field_values_field_definition_id_fkey,FOREIGN KEY,public,field_values,FOREIGN KEY (field_definition_id) REFERENCES field_definitions(id) ON DELETE CASCADE,false,false
public,field_values_org_id_fkey,FOREIGN KEY,public,field_values,FOREIGN KEY (org_id) REFERENCES orgs(id) ON DELETE CASCADE,false,false
public,field_values_pkey,PRIMARY KEY,public,field_values,PRIMARY KEY (id),false,false
public,gl_account_mappings_gl_account_id_fkey,FOREIGN KEY,public,gl_account_mappings,FOREIGN KEY (gl_account_id) REFERENCES gl_accounts(id) ON DELETE RESTRICT,false,false
public,gl_account_mappings_org_id_fkey,FOREIGN KEY,public,gl_account_mappings,FOREIGN KEY (org_id) REFERENCES orgs(id) ON DELETE RESTRICT,false,false
public,gl_account_mappings_pkey,PRIMARY KEY,public,gl_account_mappings,PRIMARY KEY (id),false,false
public,gl_accounts_org_id_fkey,FOREIGN KEY,public,gl_accounts,FOREIGN KEY (org_id) REFERENCES orgs(id) ON DELETE RESTRICT,false,false
public,gl_accounts_pkey,PRIMARY KEY,public,gl_accounts,PRIMARY KEY (id),false,false
public,gl_accounts_type_check,CHECK,public,gl_accounts,"CHECK (type = ANY (ARRAY['asset'::text, 'liability'::text, 'equity'::text, 'revenue'::text, 'expense'::text]))",false,false
public,gl_journal_entries_org_id_fkey,FOREIGN KEY,public,gl_journal_entries,FOREIGN KEY (org_id) REFERENCES orgs(id) ON DELETE RESTRICT,false,false
public,gl_journal_entries_pkey,PRIMARY KEY,public,gl_journal_entries,PRIMARY KEY (id),false,false
public,gl_journal_entries_reversal_of_entry_id_fkey,FOREIGN KEY,public,gl_journal_entries,FOREIGN KEY (reversal_of_entry_id) REFERENCES gl_journal_entries(id) ON DELETE SET NULL,false,false
public,gl_journal_entries_status_check,CHECK,public,gl_journal_entries,"CHECK (status = ANY (ARRAY['draft'::text, 'posted'::text, 'void'::text]))",false,false
public,gl_journal_lines_account_id_fkey,FOREIGN KEY,public,gl_journal_lines,FOREIGN KEY (account_id) REFERENCES gl_accounts(id) ON DELETE RESTRICT,false,false
public,gl_journal_lines_credit_nonneg,CHECK,public,gl_journal_lines,CHECK (credit_cents >= 0),false,false
public,gl_journal_lines_customer_id_fkey,FOREIGN KEY,public,gl_journal_lines,FOREIGN KEY (customer_id) REFERENCES customers(id) ON DELETE SET NULL,false,false
public,gl_journal_lines_debit_credit_chk,CHECK,public,gl_journal_lines,CHECK (debit_cents >= 0 AND credit_cents >= 0 AND NOT (debit_cents > 0 AND credit_cents > 0) AND NOT (debit_cents = 0 AND credit_cents = 0)),false,false
public,gl_journal_lines_debit_nonneg,CHECK,public,gl_journal_lines,CHECK (debit_cents >= 0),false,false
public,gl_journal_lines_entry_id_fkey,FOREIGN KEY,public,gl_journal_lines,FOREIGN KEY (entry_id) REFERENCES gl_journal_entries(id) ON DELETE CASCADE,false,false
public,gl_journal_lines_job_id_fkey,FOREIGN KEY,public,gl_journal_lines,FOREIGN KEY (job_id) REFERENCES jobs(id) ON DELETE SET NULL,false,false
public,gl_journal_lines_one_sided,CHECK,public,gl_journal_lines,CHECK (debit_cents > 0 AND credit_cents = 0 OR credit_cents > 0 AND debit_cents = 0),false,false
public,gl_journal_lines_org_id_fkey,FOREIGN KEY,public,gl_journal_lines,FOREIGN KEY (org_id) REFERENCES orgs(id) ON DELETE RESTRICT,false,false
public,gl_journal_lines_payment_id_fkey,FOREIGN KEY,public,gl_journal_lines,FOREIGN KEY (payment_id) REFERENCES payments(id) ON DELETE SET NULL,false,false
public,gl_journal_lines_pkey,PRIMARY KEY,public,gl_journal_lines,PRIMARY KEY (id),false,false
public,gl_journal_lines_schedule_id_fkey,FOREIGN KEY,public,gl_journal_lines,FOREIGN KEY (schedule_id) REFERENCES schedules(id) ON DELETE SET NULL,false,false
public,gl_journal_lines_vendor_id_fkey,FOREIGN KEY,public,gl_journal_lines,FOREIGN KEY (vendor_id) REFERENCES vendors(id) ON DELETE SET NULL,false,false
public,home_types_key_key,UNIQUE,public,home_types,UNIQUE (key),false,false
public,home_types_pkey,PRIMARY KEY,public,home_types,PRIMARY KEY (id),false,false
public,industries_key_unique,UNIQUE,public,industries,UNIQUE (key),false,false
public,industries_pkey,PRIMARY KEY,public,industries,PRIMARY KEY (id),false,false
public,industry_default_entity_labels_industry_fkey,FOREIGN KEY,public,industry_default_entity_labels,FOREIGN KEY (industry_id) REFERENCES industries(id) ON DELETE CASCADE,false,false
public,industry_default_entity_labels_pkey,PRIMARY KEY,public,industry_default_entity_labels,PRIMARY KEY (id),false,false
public,industry_default_entity_labels_unique,UNIQUE,public,industry_default_entity_labels,"UNIQUE (industry_id, entity_type)",false,false
public,job_line_items_job_id_fkey,FOREIGN KEY,public,job_line_items,FOREIGN KEY (job_id) REFERENCES jobs(id) ON DELETE CASCADE,false,false
public,job_line_items_line_type_check,CHECK,public,job_line_items,"CHECK (line_type = ANY (ARRAY['service'::text, 'addon'::text, 'discount'::text, 'fee'::text, 'adjustment'::text, 'tax'::text]))",false,false
public,job_line_items_pkey,PRIMARY KEY,public,job_line_items,PRIMARY KEY (id),false,false
public,job_line_items_replaced_line_item_id_fkey,FOREIGN KEY,public,job_line_items,FOREIGN KEY (replaced_line_item_id) REFERENCES job_line_items(id),false,false
public,job_pricing_snapshots_job_id_fkey,FOREIGN KEY,public,job_pricing_snapshots,FOREIGN KEY (job_id) REFERENCES jobs(id) ON DELETE CASCADE,false,false
public,job_pricing_snapshots_pkey,PRIMARY KEY,public,job_pricing_snapshots,PRIMARY KEY (id),false,false
public,job_statuses_key_key,UNIQUE,public,job_statuses,UNIQUE (key),false,false
public,job_statuses_org_id_fkey,FOREIGN KEY,public,job_statuses,FOREIGN KEY (org_id) REFERENCES orgs(id) ON DELETE CASCADE,false,false
public,job_statuses_pkey,PRIMARY KEY,public,job_statuses,PRIMARY KEY (id),false,false
public,job_tags_job_id_fkey,FOREIGN KEY,public,job_tags,FOREIGN KEY (job_id) REFERENCES jobs(id) ON DELETE CASCADE,false,false
public,job_tags_pkey,PRIMARY KEY,public,job_tags,"PRIMARY KEY (job_id, tag_id)",false,false
public,job_tags_tag_id_fkey,FOREIGN KEY,public,job_tags,FOREIGN KEY (tag_id) REFERENCES tags(id) ON DELETE CASCADE,false,false
public,chk_jobs_amounts_nonnegative,CHECK,public,jobs,CHECK ((estimated_total_cents IS NULL OR estimated_total_cents >= 0) AND (recurring_total_cents IS NULL OR recurring_total_cents >= 0)),false,false
public,jobs_assigned_vendor_id_fkey,FOREIGN KEY,public,jobs,FOREIGN KEY (assigned_vendor_id) REFERENCES vendors(id) ON DELETE SET NULL,false,false
public,jobs_customer_id_fkey,FOREIGN KEY,public,jobs,FOREIGN KEY (customer_id) REFERENCES customers(id) ON DELETE RESTRICT,false,false
public,jobs_discount_code_id_fkey,FOREIGN KEY,public,jobs,FOREIGN KEY (discount_code_id) REFERENCES discount_codes(id),false,false
public,jobs_discount_program_id_fkey,FOREIGN KEY,public,jobs,FOREIGN KEY (discount_program_id) REFERENCES discount_programs(id) ON DELETE SET NULL,false,false
public,jobs_job_status_id_fkey,FOREIGN KEY,public,jobs,FOREIGN KEY (job_status_id) REFERENCES job_statuses(id) ON DELETE SET NULL,false,false
public,jobs_location_id_fkey,FOREIGN KEY,public,jobs,FOREIGN KEY (location_id) REFERENCES locations(id) ON DELETE SET NULL,false,false
public,jobs_opportunity_id_fkey,FOREIGN KEY,public,jobs,FOREIGN KEY (opportunity_id) REFERENCES opportunities(id) ON DELETE SET NULL,false,false
public,jobs_org_id_fkey,FOREIGN KEY,public,jobs,FOREIGN KEY (org_id) REFERENCES orgs(id) ON DELETE RESTRICT,false,false
public,jobs_pkey,PRIMARY KEY,public,jobs,PRIMARY KEY (id),false,false
public,jobs_pricing_status_check,CHECK,public,jobs,"CHECK (pricing_status = ANY (ARRAY['draft'::text, 'locked'::text, 'overridden'::text, 'finalized'::text]))",false,false
public,jobs_primary_contact_id_fkey,FOREIGN KEY,public,jobs,FOREIGN KEY (primary_contact_id) REFERENCES contacts(id) ON DELETE SET NULL,false,false
public,jobs_primary_person_fk,FOREIGN KEY,public,jobs,FOREIGN KEY (primary_person_id) REFERENCES persons(id) ON DELETE SET NULL,false,false
public,jobs_vertical_id_fkey,FOREIGN KEY,public,jobs,FOREIGN KEY (vertical_id) REFERENCES verticals(id) ON DELETE RESTRICT,false,false
public,jobs_work_unit_id_fkey,FOREIGN KEY,public,jobs,FOREIGN KEY (work_unit_id) REFERENCES work_units(id) ON DELETE SET NULL,false,false
public,ledger_transactions_amount_cents_check,CHECK,public,ledger_transactions,CHECK (amount_cents >= 0),false,false
public,ledger_transactions_customer_id_fkey,FOREIGN KEY,public,ledger_transactions,FOREIGN KEY (customer_id) REFERENCES customers(id) ON DELETE SET NULL,false,false
